meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanMFCC_14,stdMFCC_14,meanMFCC_15,stdMFCC_15,meanMFCC_16,stdMFCC_16,meanMFCC_17,stdMFCC_17,meanMFCC_18,stdMFCC_18,meanMFCC_19,stdMFCC_19,genre
-0.8080542763893237,-0.5046568025125684,-0.7060635561458062,-0.2650343899098958,0.21706352933845974,-0.8006768779639295,-0.32958904151130297,0.19831324543634277,-0.6033757175935055,-0.043586610399449555,0.38613263343115123,0.16676475955775372,0.39388533749245047,-0.4474490746525661,0.12451284169635535,-0.7787307260507198,0.83150620012459,-0.10321723555141515,0.22343603718135902,-0.6036141739757717,0.36853031902439914,-0.2544335826715516,0.19859410798101215,-0.7188161851722286,-0.4076260682512451,-0.49919818864061016,-0.04239671086894087,-0.7099590076274211,0.3278665982072477,-0.7609493194204313,0.2784765824309615,-0.7333639206337137,0.6631942862104976,-0.6048492470214009,-0.06270663342407101,-0.7771283304327568,-0.17654386975946854,-0.5783692829840876,-0.13047077213018868,-0.5872822271892092,-0.2157027042091177,-0.6928682809793623,-0.4726047990383259,-0.6888779268578612,0.0787699269191468,-0.4302673381788691,0.3846401326780959,-0.60995506682903,calm
-0.6834957750257076,-0.29748747827176436,-0.5551203382658083,-0.07399132418041532,0.2706794561944177,-0.8283541111115209,-0.3873395047704079,0.4694034714760722,-0.5212925978715854,0.09392012761786761,-0.13315997271511126,0.1965783825964318,-0.24925634825256954,-0.237536097855493,-0.26799774046411584,-0.7481524568130602,-0.22214922287598804,-0.41938546417797895,-0.12568479099408103,-0.4850194760551534,-0.0822979288172877,-0.22353920330543464,-0.16866771917060142,-0.586508410616468,-0.5165257578843383,-0.21420452590652528,-0.038723670349414624,-0.7282273016675339,-0.16980032415355345,-0.622133806385018,-0.053087473192302934,-0.5587661309780262,0.2026956378906922,-0.5300606812118143,0.11665922673303944,-0.37171373052562173,-0.06017717649060337,-0.049812994255360454,-0.36548125976829965,-0.31381442434417917,-0.24351128326630037,-0.20934414978989335,-0.44417688125402177,-0.5006644705529715,-0.6176371744722086,-0.4950736321583964,-0.3733947557766187,-0.4041234101380984,calm
-0.5480171681495061,-0.3258455843058137,-0.3109832538351961,-0.355123222904542,0.29354136059424185,-0.5296411978440676,0.1642519466275012,-0.6513579870717375,-0.246435271516538,-0.2540655293724179,-0.0872558883109088,-0.5822788714327698,0.013464165153403707,-0.29425167018316345,0.04530324234846145,-0.7305761225111409,-0.25212287811051703,-0.38156207414128596,-0.029950623830105133,-0.6951799050976171,0.08346292264485133,-0.5552380324231567,0.45005278258229453,-0.6655312692054817,0.011958393898716044,-0.7519402442437451,0.5062669853123163,-0.6573960915607504,-0.03338031092432936,-0.8758461320316622,-0.5756467208435054,-0.8388429980596636,-0.38810329402294674,-0.8010476485708526,0.3607089676467448,-0.4859104735915817,0.8394519983403338,-0.16068967309518967,0.4564132535952329,-0.5272863515730396,-0.31393521436167804,-0.8799804275417838,0.09487225452662795,-0.6954876887809663,1.0,-0.24568232530711365,0.5446614961960603,-0.8078454404674414,calm
-0.5299660213707695,0.1529465934879528,-0.5635308323278911,0.37227217714553196,-0.05196906993986827,-0.4241151687718925,-0.48131403017897467,0.7415752093655203,-0.5556920164729612,0.6330467335407057,0.18982179136437405,0.4909123015723327,0.7787002259006843,0.2649672768866842,-0.0864460817698604,-0.1555368827738468,0.39111146417747406,-0.5466310822733019,0.10967564080702681,-0.820087063195231,-0.06673863127534135,-0.16546424217611766,-0.24977043501608903,-0.5032979396135024,-0.32913655614514237,-0.3816980988136931,-0.3611753750808693,-0.4150853037203086,-0.43708484338482434,-0.5115272665655239,-0.5176677062235998,-0.6022099058637692,-0.355248028762272,-0.4300380685746201,-0.7884551449923556,-0.2225505202507454,-0.6472297806485351,-0.28271870258848764,-0.5759946898834676,-0.6304128834630722,-0.33997025875126374,-0.8155958634211062,-0.23748867287883144,-0.9529415711479938,0.3933591420640299,-0.6137604137247616,0.5434457409074239,-0.46921466121510935,calm
-0.9406827021951983,-0.8451313497836419,-0.8386509458051742,-0.30033348228669976,-0.08525097087759237,-0.2764951232045072,-0.6367332148929817,0.5275223125844153,-0.7890514526515047,-0.16695490808310842,-0.27504560178968185,0.08300561178648569,0.3596019473131294,-0.4679907123210658,-0.07559406722459405,-0.09933992111630352,0.18574399541131797,-0.6331567787790956,0.07529032584258263,-0.6371607146018535,0.23094385182610988,-0.3543996989988052,0.04857803358331003,-0.4157832689591714,-0.024786293309249335,-0.8443062726357488,0.3573361323771899,-0.6732167168839877,0.020067595740916627,-0.7653322473101835,0.0047174234182888325,-0.8261617330612337,0.18207962794582563,-0.9816877505759543,-0.009167337023320676,-0.8371757111468415,-0.07224749459628116,-0.5397106859274143,-0.21515138933400288,-0.6338876348616258,-0.07554651837082603,-0.4982310188117549,-0.17979792333053038,-0.7434170458165629,-0.1768738996504336,0.13864928054986092,0.14622424955466834,0.3186525515989522,calm
-0.8975834935395897,-0.9901042349404813,-0.8973957938184494,-0.5976897829295108,0.7604264715375004,-1.0,-0.9364484590586907,-1.0,-0.9024467192103797,-0.7639612438738976,0.8360886433486125,-0.5813321419184473,0.5584836294086943,-0.30171120583984634,-0.3971443254107568,-0.6844409288519039,0.16840941520712122,-0.8266540482469569,-0.0535484228470533,-0.6569167529083396,0.015078554195656846,-0.7718789628005925,-0.38381433525112374,-0.8106520358928395,-0.9271205541283605,-0.7536025385032129,-0.5677340637654231,-0.730585928298686,-0.2645353810514802,-0.8815600342554135,-0.30844450119772193,-0.8463273225362747,0.5558236296276646,-0.7396097071008186,0.3977360921500994,-0.5890938651205878,-0.2806589084591613,-0.948362142169988,-1.0,-0.4600186938604399,-0.786747912298616,-0.7473336169275481,-0.6397555313168046,-0.8320401242006942,-0.7175167476776322,-0.8013136188127515,-1.0,-0.7427588793408875,calm
-0.487693924084589,-0.6751892436992498,-0.4650035334719318,-0.6465827921613087,-0.3582322317117228,-0.9659308867011367,-0.2590159801088254,-0.28347670617031917,-0.5591398455237379,-0.4456060310423108,0.5037087688914328,-0.5243673147593013,-0.8350969664467921,-0.09917670764481379,-1.0,-0.6546171864703934,0.15545360520936724,-0.6877503501898837,-0.022895012157470224,-0.023827392917473045,-0.17582881244286935,0.04247608931466407,-0.29368216406476927,-0.18781504557089646,-0.31286449674592093,-0.60000539745798,0.061693894601694305,-0.8455322344807142,-0.45159323242900795,-0.7132677941306912,0.2867634427872068,-0.7796182213409081,0.5687731640363821,-0.7818013188401336,0.07674428893242444,-0.723144728916203,-0.21857473261412538,-0.8038557004881896,-0.07268721153605576,-0.7175470932574863,-0.14104625659881687,-0.806264145778091,-0.13937480231716817,-0.7900658853160957,-0.1650821796641102,-0.7576945071051088,0.3264620556381982,-0.7147863767306392,calm
-0.8645213931237985,-0.853411297952009,-0.8898625447069635,-0.8002438071137614,0.6350206442518767,-0.6875809120007368,-0.9457886057532966,-0.7447403662984242,-0.879438657374805,-0.8029650208436323,0.8732944162128602,-0.12131499996147821,0.46946714722808597,-0.5220627027362519,-0.5584233131893834,-0.694261992397558,0.13703230245763917,-0.7702731305629502,-0.08964444218924592,-0.43350636085871863,-0.14079680049445004,-0.5761576422827652,0.004041970720753935,-0.7699772509045566,-0.0552958263038255,-0.7912935491951658,-0.3023610325112831,-0.6176803471717006,-0.1316647198303197,-0.6677956455759126,0.5753749046193585,-0.3549878918686381,0.8183686572817022,-0.1852662445530291,-0.15684991237016283,-0.31252066011252544,-0.2761003067766632,-0.5732078505035687,-0.1838721771020147,-0.23041542322890107,0.001719975923595421,-0.7180000268392117,-0.27317521529076744,-0.2482754902943074,-0.24488703022256889,-0.6304786951318698,-0.22047601011603601,-0.574669568462925,calm
-0.5136138060535611,0.25194647896404354,-0.6352398573221208,0.3339815978259624,0.4047413497904926,-0.25129261769352507,-0.8314918804830833,0.4898106341298192,-0.7023937623589462,0.4066263110732775,0.7911272304055019,0.41263089427186483,0.5457139859175798,-0.6309475468204452,-0.5812959704960519,-0.5901399426214897,-0.14151582827807924,-0.6736059475705513,-0.4387862885468349,-0.16237629964159606,-0.6399123105521818,0.342026348869819,-0.5619261717744773,-0.2674191906225021,-0.3201813400919761,-0.13672845704278758,-0.051230285200354886,-0.1191102535531845,0.10159790768811028,-0.6010783301031766,0.48952221452424666,-0.4529626281115564,0.9838163106204229,0.2002676768736611,0.2700164052721311,-0.0318690810148885,0.07116610750809853,-0.31718301148332717,-0.14911494869959777,-0.19089441360704118,-0.3658573768920002,-0.12650548372339077,-0.8981772005469708,-0.3511265559550423,-0.8150754022440388,-0.3618062969229734,-0.3617986015618997,-0.5525972535806231,calm
-0.61636562793401,0.3058971387809779,-0.677402503428062,0.36609444996963414,0.8165324780060375,-0.2249634842044954,-0.779426321204288,0.4365798672505561,-0.684422235117153,0.39005884264546076,1.0,0.6001801889422449,0.28262033756409044,-0.7946896518973717,-0.4913423167149835,-0.8195878138734805,0.4966854602564299,-0.47298467073932315,-0.0816353327260434,-0.6315846874291745,-0.290387041760639,-0.278847368016669,-0.2113823466255108,-0.5558116879759815,-0.3982717960951699,-0.3950776588277274,-0.3342880351397993,-0.6734618413633995,-0.4553359897761641,-0.7473980433749756,-0.918693521028651,-0.5400720501840803,-0.3110237446363583,-0.6632002483365543,-0.4104898705176993,-0.8866555186064586,-0.6896513946186872,-0.22749855823548937,-0.8208196933957203,-0.012750743638453965,-0.6054941970153929,0.24537500394059708,-0.9678806033839422,-0.1348230568969797,-0.8726505558834168,-0.23417492924349714,0.018517495173524832,-0.8404630254506468,calm
